City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Bambous Virieux,MU,2021-05-30 23:15:06,-20.3428,57.7575,72.21,94,20,8.28
294,Cap Malheureux,MU,2021-05-30 23:15:06,-19.9842,57.6142,72.46,83,28,4.0
295,Santa,PH,2021-05-30 23:15:07,17.486,120.4348,82.54,78,12,2.8
296,Dzilam Gonzalez,MX,2021-05-30 23:15:07,21.2833,-88.9333,79.68,76,69,6.93
297,Wilmington,US,2021-05-30 23:15:08,34.2257,-77.9447,62.94,78,90,8.05
298,Atar,MR,2021-05-30 23:15:08,20.5169,-13.0499,91.29,26,67,7.23
299,Whitianga,NZ,2021-05-30 23:15:09,-36.8333,175.7,53.02,84,98,8.08
300,Charters Towers,AU,2021-05-30 23:15:09,-20.1,146.2667,66.25,72,14,16.2
301,Meulaboh,ID,2021-05-30 23:15:09,4.1363,96.1285,75.29,89,87,5.32
302,Mehriz,IR,2021-05-30 23:15:10,31.5917,54.4318,79.3,12,0,1.21
303,Poum,NC,2021-05-30 23:15:10,-20.2333,164.0167,72.79,61,75,18.81
304,Eskil,TR,2021-05-30 23:15:11,38.4017,33.4131,62.35,62,46,6.69
305,West Bay,KY,2021-05-30 23:15:11,19.3667,-81.4167,84.27,74,40,6.8
306,Timizart,DZ,2021-05-30 23:15:12,36.8,4.2667,66.06,62,33,5.82
307,Jimma,ET,2021-05-30 23:15:13,7.6667,36.8333,57.72,81,52,2.17
308,Port Hardy,CA,2021-05-30 23:15:13,50.6996,-127.4199,57.2,94,100,8.1
309,Kavieng,PG,2021-05-30 23:15:14,-2.5744,150.7967,82.35,79,100,10.36
310,Punta De Bombon,PE,2021-05-30 23:15:14,-17.1717,-71.7931,64.6,87,100,7.92
311,Cockburn Town,TC,2021-05-30 23:15:15,21.4612,-71.1419,80.56,74,40,11.5
312,Suicheng,CN,2021-05-30 23:15:15,33.8963,117.9331,78.67,65,61,2.46
313,Yeppoon,AU,2021-05-30 23:11:57,-23.1333,150.7333,65.98,69,4,12.39
314,Chadiza,ZM,2021-05-30 23:15:16,-14.0678,32.4392,54.64,58,0,3.51
315,Pacific Grove,US,2021-05-30 23:15:16,36.6177,-121.9166,91.15,76,1,5.01
316,Saint-Georges,GD,2021-05-30 23:15:17,12.0564,-61.7485,80.28,83,20,11.5
317,Veraval,IN,2021-05-30 23:15:17,20.9,70.3667,82.33,78,44,10.63
318,Dudinka,RU,2021-05-30 23:15:18,69.4058,86.1778,33.44,99,100,12.5
319,Puerto Ayacucho,VE,2021-05-30 23:15:18,5.6639,-67.6236,74.89,93,100,3.53
320,Mandera,KE,2021-05-30 23:15:19,3.9366,41.867,78.87,63,66,13.31
321,Brae,GB,2021-05-30 23:15:19,60.3964,-1.353,46.31,96,27,8.46
322,Majene,ID,2021-05-30 23:15:19,-3.5403,118.9707,78.28,85,18,6.2
323,Namatanai,PG,2021-05-30 23:15:20,-3.6667,152.4333,83.05,73,95,8.19
324,Ayagoz,KZ,2021-05-30 23:15:20,47.9714,80.4392,52.21,52,15,8.9
325,Nouakchott,MR,2021-05-30 23:15:21,18.0858,-15.9785,69.73,73,58,21.7
326,Grand-Santi,GF,2021-05-30 23:15:21,4.25,-54.3833,74.25,99,78,2.33
327,Merritt,CA,2021-05-30 23:15:12,50.1123,-120.7942,72.43,31,100,9.01
328,Topchikha,RU,2021-05-30 23:15:22,52.8192,83.1185,61.38,65,9,5.17
329,Bandrele,YT,2021-05-30 23:15:22,-12.9067,45.1914,76.75,83,0,1.5
330,Batagay-Alyta,RU,2021-05-30 23:15:23,67.8006,130.4114,42.91,84,100,7.27
331,Bacolod,PH,2021-05-30 23:15:23,10.6667,122.95,82.09,78,74,4.81
332,Gornyak,RU,2021-05-30 23:15:24,50.9942,81.4661,52.2,61,27,6.29
333,Russell,US,2021-05-30 23:15:24,32.3502,-85.1999,80.2,44,1,4.52
334,Pahrump,US,2021-05-30 23:10:51,36.2083,-115.9839,96.51,8,14,8.01
335,Yinchuan,CN,2021-05-30 23:15:25,38.4681,106.2731,70.5,28,100,6.26
336,Nuuk,GL,2021-05-30 23:15:25,64.1835,-51.7216,36.21,87,90,10.36
337,Qui Nhon,VN,2021-05-30 23:15:26,13.7667,109.2333,82.58,76,2,4.27
338,Kirakira,SB,2021-05-30 23:15:27,-10.4544,161.9205,81.09,84,100,7.25
339,Egvekinot,RU,2021-05-30 23:15:28,66.3167,-179.1667,45.03,40,22,4.29
340,Hanna,CA,2021-05-30 23:15:28,51.6334,-111.9018,76.51,22,9,7.0
341,Dubbo,AU,2021-05-30 23:15:28,-32.25,148.6167,46.53,81,0,11.5
342,Gari,RU,2021-05-30 23:15:29,59.4307,62.3497,43.5,91,100,11.1
343,Bowen,AU,2021-05-30 23:15:29,-20.0167,148.2333,71.1,72,83,17.22
344,Maunabo,PR,2021-05-30 23:15:30,18.0072,-65.8993,82.71,83,13,10.58
345,Tigil,RU,2021-05-30 23:15:30,57.8,158.6667,50.86,52,14,4.47
346,Port Augusta,AU,2021-05-30 23:15:30,-32.5,137.7667,42.94,32,100,2.68
347,Yulara,AU,2021-05-30 23:15:31,-25.2406,130.9889,55.24,41,90,4.61
348,Zhigansk,RU,2021-05-30 23:15:31,66.7697,123.3711,53.08,49,4,10.92
349,Bismarck,US,2021-05-30 23:14:26,46.8083,-100.7837,75.04,27,1,16.11
350,Buraydah,SA,2021-05-30 23:15:32,26.326,43.975,93.65,13,14,2.42
351,Khowst,AF,2021-05-30 23:15:33,33.3833,69.8833,76.48,26,0,6.35
352,Panguipulli,CL,2021-05-30 23:15:33,-39.6333,-72.3333,49.71,96,100,1.79
353,Jinka,ET,2021-05-30 23:15:34,5.65,36.65,62.44,70,60,3.74
354,Mnogovershinnyy,RU,2021-05-30 23:15:34,53.9353,139.9242,46.36,70,97,2.15
355,Kushmurun,KZ,2021-05-30 23:15:35,52.4503,64.6311,65.32,77,88,10.65
356,Ishigaki,JP,2021-05-30 23:15:35,24.3448,124.1572,80.73,94,75,4.61
357,Omboue,GA,2021-05-30 23:15:35,-1.5746,9.2618,76.62,91,98,9.04
358,Ishinomaki,JP,2021-05-30 23:15:36,38.4167,141.3,66.2,64,0,8.84
359,Novobirilyussy,RU,2021-05-30 23:15:36,56.9514,90.6661,40.84,64,2,3.22
360,Sept-Iles,CA,2021-05-30 23:15:37,50.2001,-66.3821,57.72,47,75,5.01
361,Paamiut,GL,2021-05-30 23:15:37,61.994,-49.6678,35.28,90,35,18.54
362,Christchurch,NZ,2021-05-30 23:15:32,-43.5333,172.6333,51.01,94,75,11.99
363,Santiago Del Estero,AR,2021-05-30 23:15:19,-27.7951,-64.2615,59.49,41,8,5.97
364,Muyezerskiy,RU,2021-05-30 23:15:38,63.9333,31.65,45.46,62,96,10.67
365,North Platte,US,2021-05-30 23:15:38,41.1239,-100.7654,62.49,81,20,1.99
366,Nove Mesto Na Morave,CZ,2021-05-30 23:15:39,49.5614,16.0742,45.14,72,17,3.0
367,Marzuq,YE,2021-05-30 23:15:39,14.4,46.4667,78.28,40,0,3.96
368,Marrakesh,MA,2021-05-30 23:15:01,31.6315,-8.0083,73.47,60,40,5.75
369,Kahului,US,2021-05-30 23:15:40,20.8947,-156.47,84.22,67,40,12.66
370,Ifakara,TZ,2021-05-30 23:15:40,-8.1333,36.6833,64.8,79,15,1.41
371,Daru,PG,2021-05-30 23:15:41,-9.0763,143.2092,80.71,73,78,14.61
372,Pala,TD,2021-05-30 23:15:41,9.3642,14.9046,87.17,32,93,3.31
373,Inhambane,MZ,2021-05-30 23:15:42,-23.865,35.3833,69.26,79,37,11.32
374,Griffith,US,2021-05-30 23:15:42,41.5284,-87.4237,71.28,39,1,1.99
375,Ust-Shonosha,RU,2021-05-30 23:15:42,61.1531,41.343,31.89,81,4,3.27
376,Sobolevo,RU,2021-05-30 23:15:43,54.4299,31.8996,40.84,70,89,8.63
377,Tocopilla,CL,2021-05-30 23:15:43,-22.092,-70.1979,66.34,74,71,8.46
378,Xiashi,CN,2021-05-30 23:15:44,30.5363,120.6864,77.02,75,87,5.86
379,Ca Mau,VN,2021-05-30 23:15:44,9.1769,105.15,79.03,89,8,4.23
380,Mossendjo,CG,2021-05-30 23:15:45,-2.9506,12.7261,70.43,99,100,4.29
381,Gien,FR,2021-05-30 23:15:45,47.6933,2.6309,55.92,75,0,7.92
382,Jijiang,CN,2021-05-30 23:15:45,29.2906,106.2542,73.99,78,100,2.68
383,Zaymishche,RU,2021-05-30 23:15:46,52.7264,32.2334,43.68,93,74,5.77
384,Mosquera,CO,2021-05-30 23:15:23,4.7059,-74.2302,57.29,100,40,5.75
385,San Patricio,US,2021-05-30 23:15:46,28.017,-97.5169,85.87,63,35,15.99
386,Numan,NG,2021-05-30 23:15:47,9.4667,12.0333,85.1,54,98,4.92
387,Baykit,RU,2021-05-30 23:15:47,61.67,96.37,40.28,80,41,1.77
388,Hay River,CA,2021-05-30 23:13:17,60.8156,-115.7999,46.24,56,100,8.63
389,Liverpool,GB,2021-05-30 23:15:48,53.4106,-2.9779,57.65,70,27,1.01
390,Leningradskiy,RU,2021-05-30 23:15:48,69.3833,178.4167,38.44,87,57,3.24
391,Shadrinsk,RU,2021-05-30 23:15:49,56.0852,63.6335,60.28,91,100,6.6
392,Raton,US,2021-05-30 23:15:49,36.9034,-104.4391,61.65,67,40,9.15
393,Young,UY,2021-05-30 23:15:50,-32.6833,-57.6333,51.22,58,0,2.82
394,Saginaw,US,2021-05-30 23:15:51,43.3334,-84.0333,69.84,37,1,2.73
395,Carutapera,BR,2021-05-30 23:15:51,-1.195,-46.02,77.05,91,16,6.04
396,Sisimiut,GL,2021-05-30 23:15:51,66.9395,-53.6735,33.85,85,98,6.85
397,Ponta Delgada,PT,2021-05-30 23:15:52,37.7333,-25.6667,63.32,77,20,6.91
398,Van,TR,2021-05-30 23:15:52,38.4924,43.3831,52.95,43,20,6.91
399,Akyab,MM,2021-05-30 23:15:53,20.15,92.9,82.63,81,99,4.52
400,Kailua,US,2021-05-30 23:15:53,21.4022,-157.7394,85.41,54,40,8.05
401,Totoral,PE,2021-05-30 23:15:54,-17.4053,-70.365,60.03,69,100,0.09
402,Atambua,ID,2021-05-30 23:15:54,-9.1061,124.8925,73.47,81,100,3.22
403,Huarmey,PE,2021-05-30 23:15:55,-10.0681,-78.1522,67.35,84,25,10.07
404,Beloit,US,2021-05-30 23:15:10,42.5084,-89.0318,69.64,42,90,5.03
405,Hambantota,LK,2021-05-30 23:15:56,6.1241,81.1185,79.95,79,100,19.37
406,Camacha,PT,2021-05-30 23:15:56,33.0833,-16.3333,61.56,67,40,13.8
407,Murray Bridge,AU,2021-05-30 23:15:40,-35.1167,139.2667,54.84,39,90,8.84
408,Bayonet Point,US,2021-05-30 23:15:57,28.3267,-82.6834,86.95,70,67,3.0
409,Didwana,IN,2021-05-30 23:15:57,27.4,74.5667,89.42,34,31,14.16
410,Bambanglipuro,ID,2021-05-30 23:15:58,-7.95,110.2833,60.6,89,62,3.76
411,Vieques,PR,2021-05-30 23:15:58,18.425,-65.8329,82.9,74,40,11.27
412,Ha Tinh,VN,2021-05-30 23:15:58,18.3333,105.9,83.57,70,72,4.16
413,Nakamura,JP,2021-05-30 23:15:59,32.9833,132.9333,71.51,61,0,2.44
414,Gamba,GA,2021-05-30 23:15:59,-2.65,10.0,76.12,91,91,7.81
415,Wilkie,CA,2021-05-30 23:16:00,52.4168,-108.7014,73.78,29,16,8.39
416,Thohoyandou,ZA,2021-05-30 23:16:00,-22.9456,30.485,58.12,81,38,8.48
417,Tiznit,MA,2021-05-30 23:16:01,29.5833,-9.5,75.0,45,100,2.68
418,Nesbyen,NO,2021-05-30 23:16:02,60.5681,9.1027,65.01,53,39,1.01
419,Kichmengskiy Gorodok,RU,2021-05-30 23:16:02,59.9816,45.7854,31.66,80,12,4.38
420,Chimore,BO,2021-05-30 23:16:02,-16.9833,-65.1333,70.95,87,97,3.24
421,Ebebiyin,GQ,2021-05-30 23:16:03,2.1511,11.3353,69.75,99,95,1.19
422,Inuvik,CA,2021-05-30 23:16:03,68.3499,-133.7218,50.86,57,20,6.91
423,Fernley,US,2021-05-30 23:16:04,39.608,-119.2518,87.91,10,63,6.02
424,Tabuk,PH,2021-05-30 23:16:04,17.4189,121.4443,80.49,81,53,4.27
425,Ahuimanu,US,2021-05-30 23:16:05,21.4447,-157.8378,85.14,58,40,8.05
426,Swan River,CA,2021-05-30 23:16:05,52.1058,-101.2676,62.49,34,68,4.61
427,Guerrero Negro,MX,2021-05-30 23:16:06,27.9769,-114.0611,66.65,60,3,19.98
428,Kalga,RU,2021-05-30 23:16:06,50.9251,118.898,51.94,82,100,2.75
429,Pontes E Lacerda,BR,2021-05-30 23:16:07,-15.2261,-59.3353,77.22,49,43,1.14
430,Burns Lake,CA,2021-05-30 23:15:39,54.2331,-125.7533,54.82,59,94,7.0
431,Havoysund,NO,2021-05-30 23:16:08,70.9963,24.6622,43.68,97,100,25.68
432,Boke,GN,2021-05-30 23:16:09,10.9409,-14.2967,77.2,76,66,4.41
433,Okhotsk,RU,2021-05-30 23:16:09,59.3833,143.3,41.85,82,92,6.64
434,Alice Springs,AU,2021-05-30 23:16:00,-23.7,133.8833,53.15,35,88,3.85
435,Plettenberg Bay,ZA,2021-05-30 23:16:10,-34.0527,23.3716,56.44,64,78,5.7
436,Banda Aceh,ID,2021-05-30 23:13:42,5.5577,95.3222,80.15,72,66,13.27
437,Caucasia,CO,2021-05-30 23:16:11,7.9865,-75.1935,80.1,85,20,3.67
438,Santa Cruz,BO,2021-05-30 23:15:00,-17.8,-63.1667,66.25,59,90,14.97
439,Grand Gaube,MU,2021-05-30 23:16:11,-20.0064,57.6608,72.37,83,33,4.0
440,Hisor,TJ,2021-05-30 23:16:12,38.525,68.5512,71.35,44,0,3.85
441,Iskateley,RU,2021-05-30 23:16:12,67.6803,53.1512,31.48,80,56,7.96
442,Price,US,2021-05-30 23:16:12,39.5994,-110.8107,78.73,16,40,9.22
443,Panjakent,TJ,2021-05-30 23:16:13,39.4952,67.6093,64.2,34,1,7.14
444,Adwa,ET,2021-05-30 23:16:13,14.1646,38.8955,71.15,30,47,5.75
445,Ahipara,NZ,2021-05-30 23:16:14,-35.1667,173.1667,59.25,84,70,21.27
446,Salmas,IR,2021-05-30 23:16:14,38.1973,44.7653,54.59,31,0,5.61
447,Nurota,UZ,2021-05-30 23:16:15,40.5614,65.6886,77.09,18,0,8.52
448,Luganville,VU,2021-05-30 23:16:15,-15.5333,167.1667,72.93,86,100,4.79
449,Alvares Machado,BR,2021-05-30 23:16:16,-22.0794,-51.4719,63.99,94,0,12.64
450,Byron Bay,AU,2021-05-30 23:16:16,-28.65,153.6167,65.05,71,79,14.18
451,Port Lincoln,AU,2021-05-30 23:16:16,-34.7333,135.8667,55.87,39,100,14.63
452,Prince Rupert,CA,2021-05-30 23:16:17,54.3161,-130.3201,55.49,88,90,8.05
453,La Asuncion,VE,2021-05-30 23:16:17,11.0333,-63.8628,82.13,74,93,17.6
454,Moranbah,AU,2021-05-30 23:16:18,-22.0016,148.0466,63.3,68,1,16.49
455,Pozhva,RU,2021-05-30 23:16:18,59.0912,56.0847,37.76,71,37,11.36
456,Vredendal,ZA,2021-05-30 23:16:19,-31.6683,18.5012,54.07,75,60,7.45
457,Buchanan,LR,2021-05-30 23:16:19,5.8808,-10.0467,75.16,91,99,6.13
458,Roma,US,2021-05-30 23:16:20,43.2128,-75.4557,52.86,88,90,3.44
459,Burnie,AU,2021-05-30 23:16:20,-41.0667,145.9167,47.91,83,37,3.04
460,Skjervoy,NO,2021-05-30 23:16:20,70.0311,20.9714,44.49,87,100,24.02
461,Tabou,CI,2021-05-30 23:16:21,4.423,-7.3528,78.58,86,100,6.76
462,Baherden,TM,2021-05-30 23:16:21,38.4362,57.4316,92.44,15,4,12.1
463,Smithers,CA,2021-05-30 23:13:03,54.7804,-127.1743,53.92,76,90,2.3
464,Itarema,BR,2021-05-30 23:16:22,-2.9248,-39.9167,78.58,79,1,12.55
465,Merauke,ID,2021-05-30 23:16:22,-8.4667,140.3333,78.26,78,88,13.15
466,Puerto Escondido,MX,2021-05-30 23:16:23,15.85,-97.0667,79.63,78,90,5.75
467,Lazaro Cardenas,MX,2021-05-30 23:16:23,17.9583,-102.2,86.34,62,72,9.66
468,Auki,SB,2021-05-30 23:16:24,-8.7676,160.7034,82.65,75,57,2.46
469,Kapoeta,SS,2021-05-30 23:16:24,4.7717,33.5903,79.88,43,11,9.98
470,Trat,TH,2021-05-30 23:16:25,12.5,102.5,81.79,89,58,2.28
471,Yerofey Pavlovich,RU,2021-05-30 23:16:25,53.9667,121.9667,52.43,79,98,9.82
472,Yerbogachen,RU,2021-05-30 23:16:26,61.2767,108.0108,50.18,69,96,7.29
473,Lakki Marwat,PK,2021-05-30 23:16:26,32.6079,70.9114,92.44,30,30,4.97
474,Puerto Del Rosario,ES,2021-05-30 23:16:27,28.5004,-13.8627,67.75,77,70,13.8
475,Ibra,OM,2021-05-30 23:16:27,22.6906,58.5334,82.53,46,99,2.13
476,Morondava,MG,2021-05-30 23:16:27,-20.2833,44.2833,67.46,81,0,9.53
477,Manzhouli,CN,2021-05-30 23:16:28,49.6,117.4333,47.26,68,100,11.14
478,Bulalacao,PH,2021-05-30 23:16:29,12.3254,121.3435,83.26,76,77,3.24
479,Lodja,CD,2021-05-30 23:16:29,-3.4833,23.4333,71.58,53,90,1.7
480,Ladario,BR,2021-05-30 23:16:29,-19.0047,-57.6017,77.7,66,100,7.63
481,Talcahuano,CL,2021-05-30 23:16:30,-36.7167,-73.1167,55.08,88,90,6.91
482,Pitimbu,BR,2021-05-30 23:16:30,-7.4706,-34.8086,75.79,84,90,7.85
483,Saint Anthony,US,2021-05-30 23:16:31,45.0205,-93.218,66.34,78,40,1.99
484,Taltal,CL,2021-05-30 23:16:31,-25.4,-70.4833,63.9,78,23,5.64
485,Sarlat-La-Caneda,FR,2021-05-30 23:16:32,44.889,1.2166,59.23,88,21,1.86
486,Santa Marta,CO,2021-05-30 23:16:33,11.2408,-74.199,87.85,63,75,11.01
487,Sao Joao De Pirabas,BR,2021-05-30 23:16:33,-0.7747,-47.1772,77.09,90,56,6.26
488,Ueno,JP,2021-05-30 23:16:34,34.75,136.1333,68.11,51,0,2.73
489,Severobaykalsk,RU,2021-05-30 23:16:34,55.65,109.3167,38.88,66,38,3.13
490,Green Valley,US,2021-05-30 23:16:35,31.8543,-110.9937,97.81,6,0,3.0
491,Gushikawa,JP,2021-05-30 23:16:35,26.3544,127.8686,75.2,90,75,21.25
492,Cecava,BA,2021-05-30 23:16:36,44.6867,17.7706,50.77,93,33,3.89
493,Tilichiki,RU,2021-05-30 23:16:36,60.4667,166.1,43.72,71,98,0.81
494,Kananga,CD,2021-05-30 23:16:37,-5.8958,22.4178,68.79,48,63,4.21
495,Grants Pass,US,2021-05-30 23:16:37,42.439,-123.3284,91.85,20,1,8.99
496,Vanimo,PG,2021-05-30 23:16:38,-2.6741,141.3028,79.93,86,98,6.06
497,Zandvoort,NL,2021-05-30 23:16:38,52.3749,4.5341,57.94,81,0,9.33
498,Huilong,CN,2021-05-30 23:16:39,31.8111,121.655,75.04,78,93,12.3
499,Chapleau,CA,2021-05-30 23:15:40,47.8405,-83.4034,66.29,22,75,5.75
500,Marystown,CA,2021-05-30 23:16:39,47.1666,-55.1483,48.85,100,93,6.51
501,Ust-Omchug,RU,2021-05-30 23:16:40,61.15,149.6333,39.65,83,100,4.05
502,Padang,ID,2021-05-30 23:16:40,-0.9492,100.3543,75.47,95,98,4.72
503,Neiafu,TO,2021-05-30 23:16:41,-18.65,-173.9833,83.08,83,40,5.75
504,Pratapgarh,IN,2021-05-30 23:16:41,24.0333,74.7833,80.04,69,12,14.58
505,Codrington,AU,2021-05-30 23:16:41,-38.2667,141.9667,43.45,60,3,10.67
506,Jalu,LY,2021-05-30 23:16:42,29.0331,21.5482,83.48,22,0,11.52
507,Saint-Joseph,RE,2021-05-30 23:16:42,-21.3667,55.6167,70.18,76,26,5.3
508,Kieta,PG,2021-05-30 23:16:43,-6.2167,155.6333,82.53,81,40,5.03
509,Suzun,RU,2021-05-30 23:16:43,53.7841,82.3116,54.48,73,13,2.35
510,Mackenzie,CA,2021-05-30 23:15:39,55.2999,-123.1698,53.82,82,90,6.91
511,Ocean City,US,2021-05-30 23:16:44,39.2776,-74.5746,53.01,84,100,8.01
512,Westport,US,2021-05-30 23:16:42,41.1415,-73.3579,51.94,93,90,4.0
513,Vardo,NO,2021-05-30 23:16:44,70.3705,31.1107,41.2,91,100,17.81
514,Dunedin,NZ,2021-05-30 23:16:45,-45.8742,170.5036,51.8,85,100,8.01
515,College,US,2021-05-30 23:16:45,64.8569,-147.8028,67.66,37,75,8.05
516,Skole,UA,2021-05-30 23:16:46,49.0372,23.5135,47.28,99,100,4.97
517,Friendly,US,2021-05-30 23:16:47,38.7518,-76.9786,55.63,85,90,6.87
518,Angatuba,BR,2021-05-30 23:16:47,-23.4897,-48.4128,59.7,96,89,8.72
519,Shama,CN,2021-05-30 23:16:48,33.6102,104.2852,54.55,80,74,4.32
520,Carauari,BR,2021-05-30 23:13:45,-4.8828,-66.8958,75.11,95,71,2.93
521,Sabang,ID,2021-05-30 23:16:48,5.8933,95.3214,83.39,71,98,19.93
522,Gravdal,NO,2021-05-30 23:16:49,68.1214,13.5031,46.29,81,75,10.36
523,Presidencia Roque Saenz Pena,AR,2021-05-30 23:16:49,-26.7852,-60.4388,57.9,51,1,5.84
524,Aswan,EG,2021-05-30 23:16:50,24.0934,32.907,90.48,10,78,9.26
525,Si Chiang Mai,TH,2021-05-30 23:16:51,17.9564,102.5867,84.94,95,20,2.3
526,Faya,SA,2021-05-30 23:16:51,18.3851,42.4509,68.11,21,4,6.17
527,Uaua,BR,2021-05-30 23:16:51,-9.8414,-39.4817,74.25,67,40,13.13
528,Loningen,DE,2021-05-30 23:16:52,52.7333,7.7667,54.18,92,0,6.67
529,Palencia,ES,2021-05-30 23:16:53,42.4167,-4.5,63.79,90,47,10.47
530,Mezen,RU,2021-05-30 23:16:53,65.8522,44.24,37.63,76,98,7.72
531,Ambilobe,MG,2021-05-30 23:16:54,-13.2,49.05,69.37,89,3,3.58
532,Pskov,RU,2021-05-30 23:16:54,57.8136,28.3496,39.11,81,0,2.24
533,Schweinfurt,DE,2021-05-30 23:16:55,50.05,10.2333,51.4,82,3,5.08
534,Biltine,TD,2021-05-30 23:16:55,14.5333,20.9167,90.23,13,7,8.43
535,Aykhal,RU,2021-05-30 23:16:56,66.0,111.5,56.66,37,8,5.99
536,Bilaspur,IN,2021-05-30 23:16:56,22.0833,82.15,87.46,40,61,1.14
537,La Ronge,CA,2021-05-30 23:16:34,55.1001,-105.2842,70.05,23,75,9.22
538,Eyl,SO,2021-05-30 23:16:57,7.9803,49.8164,78.75,82,100,19.64
539,Watford,GB,2021-05-30 23:16:58,51.6553,-0.396,52.79,89,0,5.88
540,Payo,ID,2021-05-30 23:16:58,-3.7508,103.6372,71.85,98,79,1.3
541,Leh,IN,2021-05-30 23:16:59,34.1667,77.5833,49.59,52,100,2.04
542,Qasigiannguit,GL,2021-05-30 23:17:00,68.8193,-51.1922,35.85,85,41,10.13
543,Kununurra,AU,2021-05-30 23:17:00,-15.7667,128.7333,73.38,38,74,6.91
544,Amahai,ID,2021-05-30 23:17:00,-3.3333,128.9167,79.14,82,87,2.8
545,Sur,OM,2021-05-30 23:17:01,22.5667,59.5289,90.64,39,86,12.97
546,Fez,MA,2021-05-30 23:16:38,34.0372,-4.9998,79.05,47,40,7.83
547,Shitanjing,CN,2021-05-30 23:17:02,39.2342,106.3439,65.89,23,100,18.7
548,Ancud,CL,2021-05-30 23:17:02,-41.8697,-73.8203,56.23,95,100,15.01
549,Vaitape,PF,2021-05-30 23:17:03,-16.5167,-151.75,80.01,73,98,15.55
550,Maningrida,AU,2021-05-30 23:17:03,-12.0667,134.2667,72.46,80,99,10.38
551,Oruro,BO,2021-05-30 23:17:03,-17.9833,-67.15,47.95,22,100,11.3
552,Shadegan,IR,2021-05-30 23:17:04,30.6497,48.6647,93.11,11,0,11.14
553,Buala,SB,2021-05-30 23:17:05,-8.145,159.5921,83.01,76,71,5.55
554,Slave Lake,CA,2021-05-30 23:15:12,55.2834,-114.769,67.75,36,99,4.32
555,Borovoy,RU,2021-05-30 23:17:06,55.4333,86.0833,51.08,76,0,3.94
556,Ikryanoye,RU,2021-05-30 23:17:06,46.0932,47.7308,66.18,71,29,15.48
557,Comodoro Rivadavia,AR,2021-05-30 23:16:17,-45.8667,-67.5,44.46,87,40,4.61
558,Wageningen,NL,2021-05-30 23:17:07,51.9667,5.6667,58.05,81,1,6.82
559,Novikovo,RU,2021-05-30 23:17:07,51.1537,37.8879,49.59,93,100,7.45
560,Mangan,IN,2021-05-30 23:17:08,27.5167,88.5333,71.01,82,86,4.12
561,Durant,US,2021-05-30 23:17:00,33.994,-96.3708,77.22,57,1,11.5
562,Richards Bay,ZA,2021-05-30 23:17:08,-28.783,32.0377,63.79,69,99,3.8
563,Teknaf,BD,2021-05-30 23:17:09,20.8624,92.3058,80.47,88,98,2.66
564,Gouyave,GD,2021-05-30 23:17:09,12.1646,-61.7296,79.57,83,20,18.1
565,Chunhuhub,MX,2021-05-30 23:17:10,19.55,-88.6833,89.17,45,63,5.55
566,Kuty,UA,2021-05-30 23:17:10,48.2587,25.1795,48.54,96,100,4.21
